name,time,mean,service_name
average_duration_20s,1587996440000000000,80311000,auth.default
average_duration_20s,1587996440000000000,15430000,booking.default
average_duration_20s,1587996440000000000,2174434500,flight.default
average_duration_20s,1587996440000000000,1113158750,istio-ingressgateway
average_duration_20s,1587996460000000000,2537282600,flight.default
average_duration_20s,1587996460000000000,1801749666.6666667,istio-ingressgateway
average_duration_20s,1587996460000000000,110545000,booking.default
average_duration_20s,1587996460000000000,10926000,customer.default
average_duration_20s,1587996480000000000,1019058000,booking.default
average_duration_20s,1587996480000000000,2450576666.6666665,flight.default
average_duration_20s,1587996480000000000,2087626428.5714285,istio-ingressgateway
average_duration_20s,1587996500000000000,2634324000,flight.default
average_duration_20s,1587996500000000000,2167786500,istio-ingressgateway
average_duration_20s,1587996500000000000,7000000,customer.default
average_duration_20s,1587996500000000000,7822000,booking.default
average_duration_20s,1587996520000000000,21064000,customer.default
average_duration_20s,1587996520000000000,927110750,booking.default
average_duration_20s,1587996520000000000,3539347833.3333335,flight.default
average_duration_20s,1587996520000000000,36269000,auth.default
average_duration_20s,1587996520000000000,1538118000,istio-ingressgateway
average_duration_20s,1587996540000000000,582088750,booking.default
average_duration_20s,1587996540000000000,1348521181.8181818,istio-ingressgateway
average_duration_20s,1587996540000000000,15930333.333333334,customer.default
average_duration_20s,1587996540000000000,2395362000,flight.default
average_duration_20s,1587996560000000000,13237500,customer.default
average_duration_20s,1587996560000000000,2430381692.3076925,flight.default
average_duration_20s,1587996560000000000,519412200,booking.default
average_duration_20s,1587996560000000000,1504522166.6666667,istio-ingressgateway
average_duration_20s,1587996580000000000,1419758200,booking.default
average_duration_20s,1587996580000000000,1859254750,istio-ingressgateway
average_duration_20s,1587996580000000000,11414000,customer.default
average_duration_20s,1587996580000000000,2388090454.5454545,flight.default
average_duration_20s,1587996600000000000,7491000,customer.default
average_duration_20s,1587996600000000000,2734204300,flight.default
average_duration_20s,1587996600000000000,932263000,booking.default
average_duration_20s,1587996600000000000,7216500,auth.default
average_duration_20s,1587996600000000000,1624474000,istio-ingressgateway
average_duration_20s,1587996620000000000,32922000,auth.default
average_duration_20s,1587996620000000000,1514268857.142857,istio-ingressgateway
average_duration_20s,1587996620000000000,2823196200,flight.default
average_duration_20s,1587996620000000000,8236600,customer.default
average_duration_20s,1587996620000000000,789543266.6666666,booking.default
average_duration_20s,1587996640000000000,11162000,customer.default
average_duration_20s,1587996640000000000,700238555.5555556,booking.default
average_duration_20s,1587996640000000000,1822357125,istio-ingressgateway
average_duration_20s,1587996640000000000,30562000,auth.default
average_duration_20s,1587996640000000000,3377393928.571429,flight.default
average_duration_20s,1587996660000000000,25889750,auth.default
average_duration_20s,1587996660000000000,3425655800,flight.default
average_duration_20s,1587996660000000000,1321321000,booking.default
average_duration_20s,1587996660000000000,11526750,customer.default
average_duration_20s,1587996660000000000,2053590227.2727273,istio-ingressgateway
average_duration_20s,1587996680000000000,5601333.333333333,customer.default
average_duration_20s,1587996680000000000,2133121500,istio-ingressgateway
average_duration_20s,1587996680000000000,3235473400,flight.default
average_duration_20s,1587996680000000000,4958750,booking.default
average_duration_20s,1587996700000000000,3680851142.857143,flight.default
average_duration_20s,1587996700000000000,1215444000,booking.default
average_duration_20s,1587996700000000000,6015250,customer.default
average_duration_20s,1587996700000000000,6358000,auth.default
average_duration_20s,1587996700000000000,2295331058.8235292,istio-ingressgateway
average_duration_20s,1587996720000000000,18203666.666666668,auth.default
average_duration_20s,1587996720000000000,1624643000,istio-ingressgateway
average_duration_20s,1587996720000000000,1043964250,booking.default
average_duration_20s,1587996720000000000,3711402000,flight.default
average_duration_20s,1587996720000000000,8545000,customer.default
average_duration_20s,1587996740000000000,3899656100,flight.default
average_duration_20s,1587996740000000000,7037500,customer.default
average_duration_20s,1587996740000000000,2120231000,istio-ingressgateway
average_duration_20s,1587996740000000000,34380500,auth.default
average_duration_20s,1587996740000000000,6466666.666666667,booking.default
average_duration_20s,1587996760000000000,3313000,customer.default
average_duration_20s,1587996760000000000,534187333.3333333,booking.default
average_duration_20s,1587996760000000000,3482607857.142857,flight.default
average_duration_20s,1587996760000000000,2757954222.2222223,istio-ingressgateway
average_duration_20s,1587996780000000000,4124844545.4545455,flight.default
average_duration_20s,1587996780000000000,2652399954.5454545,istio-ingressgateway
average_duration_20s,1587996780000000000,5136000,customer.default
average_duration_20s,1587996780000000000,25974666.666666668,auth.default
average_duration_20s,1587996780000000000,24479600,booking.default
average_duration_20s,1587996800000000000,6158600,auth.default
average_duration_20s,1587996800000000000,7080666.666666667,booking.default
average_duration_20s,1587996800000000000,2801377250,istio-ingressgateway
average_duration_20s,1587996800000000000,4012216727.2727275,flight.default
average_duration_20s,1587996800000000000,4881714.285714285,customer.default
average_duration_20s,1587996820000000000,3332515076.923077,flight.default
average_duration_20s,1587996820000000000,6830000,customer.default
average_duration_20s,1587996820000000000,301513000,booking.default
average_duration_20s,1587996820000000000,195000,istio-mixer
average_duration_20s,1587996820000000000,2448729956.521739,istio-ingressgateway
average_duration_20s,1587996840000000000,3898148962.962963,flight.default
average_duration_20s,1587996840000000000,3060256320,istio-ingressgateway
average_duration_20s,1587996840000000000,24759000,auth.default
average_duration_20s,1587996840000000000,1787264636.3636363,booking.default
average_duration_20s,1587996860000000000,4318550352.941176,flight.default
average_duration_20s,1587996860000000000,1129036272.7272727,booking.default
average_duration_20s,1587996860000000000,4972666.666666667,customer.default
average_duration_20s,1587996860000000000,2224068250,istio-ingressgateway
average_duration_20s,1587996880000000000,4514250,customer.default
