time,predicted,predictedlat,predicted1,predictedlat1,actual
1588437417665,15,16,10000,10001,16
1588437426904,15,16,10000,10001,19
1588437436032,15,16,10000,10001,20
1588437445259,15,16,10000,10001,22
1588437454406,15,16,10000,10001,24
1588437463514,15,16,10000,10001,19
1588437472740,15,15,10000,10000,21
1588437481864,15,15,10000,10000,15
1588437491026,15,15,10000,10000,21
1588437500203,15,15,10000,10000,65
1588437509348,15,16,10000,10001,20
1588437518589,15,16,10000,10001,16
1588437527705,15,16,10000,10001,18
1588437536875,15,16,10000,10001,20
1588437546007,15,16,999,1000,17
1588437555144,15,16,999,1000,28
1588437564394,15,16,999,1000,16
1588437573505,15,16,999,1000,20
1588437582702,15,16,999,1000,23
1588437592751,15,16,999,1000,19
1588437602903,15,16,10000,10001,18
1588437613188,15,16,10000,10001,17
1588437623461,15,16,10000,10001,17
1588437633556,15,16,10000,10001,22
1588437643766,15,15,10000,10000,22
1588437653722,15,15,10000,10000,17
1588437663750,15,15,10000,10000,16
1588437673815,15,15,10000,10000,17
1588437683854,15,15,10000,10000,20
1588437693828,15,15,10000,10000,16
1588437703978,15,16,10000,10001,21
1588437714398,15,16,10000,10001,91
1588437724495,15,16,10000,10001,16
1588437734443,15,15,10000,10000,24
1588437744313,15,15,10000,10000,42
1588437754115,15,15,10000,10000,16
1588437764083,15,15,10000,10000,16
1588437773866,15,15,10000,10000,18
1588437783725,15,15,10000,10000,42
1588437793682,15,15,10000,10000,15
1588437803677,15,15,10000,10000,21
1588437813852,15,15,10000,10000,28
