time,predicted,predictedlat,predicted1,predictedlat1,actual
1588514306110,348,349,5047,5048,12
1588514317241,348,349,5196,5197,16
1588514327618,348,349,4486,4487,10
1588514337827,348,349,4528,4529,12
1588514348341,348,349,4656,4657,72
1588514361647,460,461,4235,4236,149
1588514375335,460,463,7183,7186,125
1588514391836,460,463,5702,5705,27
1588514413642,30,35,6792,6797,127
1588514441961,30,35,10472,10477,37
1588514467063,118,123,11405,11410,579
1588514486573,118,120,8998,9000,371
1588514501674,118,125,13445,13452,573
1588514518958,236,243,13317,13324,1461
1588514537286,236,238,11074,11076,635
1588514553068,236,238,4476,4478,158
1588514570372,289,290,5352,5353,747
1588514586859,289,290,4111,4112,1049
1588514603361,289,293,4089,4093,820
1588514619270,417,421,4061,4065,836
1588514633975,417,421,3253,3257,574
1588514650835,417,421,9770,9774,430
1588514669470,417,464,8914,8961,95
1588514685785,417,464,8873,8920,233
1588514702792,417,419,6956,6958,86
1588514718876,513,515,4496,4498,21
1588514735094,513,516,3079,3082,39
1588514752767,513,516,2955,2958,12
1588514770011,513,514,2965,2966,78
1588514787405,513,514,2917,2918,10
1588514805513,513,514,5166,5167,11
1588514821310,1026,1027,2861,2862,96
1588514838465,1026,1028,4918,4920,9
1588514855658,1026,1028,5230,5232,14
1588514873328,1026,1035,4890,4899,10
1588514889646,1026,1035,6938,6947,13
1588514907949,1026,1030,1498,1502,6
1588514925536,1026,1030,1456,1460,12
1588514942225,1026,1028,1343,1345,5
1588514960760,1026,1028,1288,1290,17
1588514979089,1026,1029,1173,1176,13
1588514996018,1026,1029,3534,3537,13
1588515017653,1026,1034,1702,1710,7
1588515035038,671,679,2425,2433,11
1588515053810,671,675,2403,2407,7
1588515071934,671,673,2384,2386,8
1588515091884,671,673,2048,2050,11
1588515107048,671,672,2361,2362,22
1588515122482,671,672,2340,2341,13
1588515140887,671,672,2359,2360,22
1588515159178,671,672,2343,2344,35
1588515177513,671,680,2165,2174,6
1588515197265,671,680,2048,2057,76
1588515213061,671,673,965,967,7
1588515232329,671,673,846,848,10
1588515253141,9,10,978,979,18
1588515270362,9,10,379,380,7
1588515286525,9,10,215,216,8
1588515309122,9,10,333,334,27
1588515329810,9,10,447,448,14
1588515348460,9,10,323,324,17
1588515367577,9,10,487,488,85
1588515387436,9,10,281,282,5
1588515404509,9,11,453,455,8
1588515423694,9,11,415,417,6
1588515441888,9,22,570,583,7
1588515455383,9,22,490,503,9
1588515471094,9,13,647,651,16
1588515491810,9,13,461,465,11
1588515510752,9,10,529,530,12
1588515531989,9,12,679,682,6
1588515549421,9,12,521,524,18
1588515569273,9,10,384,385,8
1588515588139,15,16,382,383,7
1588515604001,15,19,360,364,12
1588515622337,15,19,525,529,5
1588515639052,15,17,480,482,8
1588515654291,15,17,519,521,132
1588515671641,15,16,408,409,8
1588515692779,15,16,421,422,10
1588515715447,15,16,310,311,8
1588515733799,15,16,678,679,8
1588515751113,15,16,672,673,12
1588515771058,15,18,664,667,6
1588515787731,15,18,661,664,8
1588515807482,15,16,2634,2635,9
1588515824900,15,16,2254,2255,11
1588515841514,15,18,2614,2617,54
1588515859163,15,18,2157,2160,17
1588515876736,15,16,2545,2546,8
1588515896965,15,16,1139,1140,6
1588515913147,15,16,1139,1140,104
1588515930447,15,16,1137,1138,7
1588515948324,15,18,877,880,9
1588515966756,29,32,877,880,7
1588515986133,29,30,872,873,20
1588516003145,29,30,872,873,10
1588516020334,29,35,870,876,9
1588516038642,29,35,853,859,46
1588516059563,29,30,853,854,9
1588516079235,29,30,1032,1033,11
1588516099650,29,30,1035,1036,6
1588516115518,29,41,1047,1059,24
1588516133768,29,41,1044,1056,7
1588516150353,29,32,1048,1051,217
1588516169050,29,32,1047,1050,23
1588516187456,29,40,1052,1063,208
1588516207819,29,40,880,891,20
1588516224325,29,30,881,882,18
1588516238659,29,30,881,882,14
1588516252066,29,30,884,885,7
1588516266851,29,30,890,891,5
1588516284991,29,30,890,891,7
1588516301735,29,30,892,893,11
1588516318445,29,39,889,899,26
1588516334809,29,39,888,898,8
1588516352846,29,30,1862,1863,5
1588516371173,29,30,1893,1894,14
1588516388558,13,16,275,278,13
1588516405633,13,16,288,291,6
1588516421368,13,16,262,265,10
1588516438367,13,16,352,355,11
1588516455898,13,19,336,342,36
1588516473039,13,19,365,371,26
1588516490243,13,15,378,380,14
1588516509763,13,15,486,488,12
1588516529326,13,26,188,201,14
1588516546769,13,26,336,349,24
1588516565899,13,14,339,340,50
1588516582081,13,14,218,219,15
1588516599210,13,14,333,334,32
1588516618273,13,14,233,234,11
1588516638386,13,17,183,187,95
1588516655438,13,17,229,233,53
1588516673822,13,16,57,60,11
1588516693682,13,16,284,287,16
1588516712158,13,14,132,133,21
1588516731991,13,14,283,284,31
1588516751153,13,14,111,112,26
1588516769625,13,14,110,111,14
1588516789055,13,14,138,139,16
1588516807388,13,14,83,84,25
1588516824154,13,14,131,132,31
1588516843274,13,14,131,132,20
1588516862761,13,14,86,87,17
1588516881078,15,17,128,130,21
1588516902665,15,17,289,291,24
1588516919150,15,29,227,241,14
1588516935865,15,29,254,268,93
1588516952369,15,18,170,173,156
1588516971303,15,18,155,158,37
1588516991300,15,22,222,229,15
1588517007853,15,22,260,267,82
1588517028269,15,16,226,227,18
1588517046423,15,16,252,253,43
1588517067577,15,17,182,184,14
1588517085596,15,16,253,254,41
1588517107263,15,16,209,210,16
1588517127685,15,22,242,249,22
1588517144570,15,22,195,202,15
1588517162557,15,16,178,179,9
1588517181056,15,16,151,152,15
1588517198554,15,17,120,122,117
1588517216834,15,17,114,116,21
1588517233798,15,18,107,110,16
1588517253405,15,18,176,179,27
1588517273302,15,17,164,166,19
1588517293637,15,17,227,229,12
1588517310724,15,17,357,359,35
1588517326715,15,17,223,225,20
1588517344674,15,16,226,227,16
1588517361557,15,16,204,205,22
1588517378050,15,25,174,184,17
1588517393840,15,25,349,359,26
1588517413186,15,16,176,177,31
1588517431536,35,36,151,152,26
1588517449597,35,36,266,267,14
1588517467013,35,36,270,271,33
1588517482558,35,45,294,304,16
1588517500262,35,45,286,296,5
1588517516534,35,39,264,268,20
1588517534131,35,39,216,220,5
1588517551594,35,36,301,302,7
1588517571349,35,36,197,198,6
1588517593459,35,37,300,302,8
1588517614569,35,37,289,291,7
1588517630702,35,37,257,259,8
1588517644552,35,37,300,302,7
1588517659064,35,37,252,254,75
1588517674694,35,37,297,299,7
1588517689018,35,36,297,298,7
1588517703302,35,36,275,276,8
1588517717749,35,36,400,401,17
1588517731887,35,36,305,306,16
1588517747006,35,38,218,221,30
1588517760762,35,38,214,217,13
1588517774193,35,38,241,244,20
1588517788302,35,37,440,442,18
1588517802573,35,37,319,321,10
1588517816159,35,36,263,264,11
1588517829485,35,36,290,291,16
1588517842415,35,37,177,179,15
1588517856013,35,37,177,179,21
1588517869366,35,37,288,290,13
1588517882944,35,36,213,214,15
1588517896305,35,36,230,231,13
1588517909792,35,36,295,296,15
1588517923814,16,17,331,332,13
1588517938159,16,17,332,333,16
1588517951227,16,19,177,180,17
1588517964056,16,19,26,29,17
1588517976809,16,19,26,29,14
1588517989393,16,17,32,33,10
1588518001590,16,17,27,28,19
1588518013890,16,17,21,22,12
1588518026423,16,17,21,22,15
1588518038988,16,17,18,19,15
1588518050851,16,18,23,25,35
1588518063480,16,18,24,26,12
1588518074767,16,18,24,26,20
1588518086258,16,17,20,21,12
1588518097902,16,17,23,24,8
1588518109123,16,17,17,18,12
1588518120162,16,17,18,19,10
1588518130022,16,17,10000,10001,6
1588518139849,16,17,10000,10001,6
1588518149625,16,20,10000,10004,6
1588518159344,16,20,10000,10004,5
1588518168475,16,20,10000,10004,6
1588518177638,16,20,10000,10004,9
1588518186848,16,16,10000,10000,8
1588518195956,16,16,10000,10000,6
1588518205069,16,16,10000,10000,6
