time,predicted,predictedlat,predicted1,predictedlat1,actual
1588517639693,54,56,105,107,21
1588517653472,54,56,119,121,28
1588517667727,54,56,83,85,28
1588517683461,54,55,107,108,21
1588517697805,54,55,112,113,29
1588517712324,54,55,140,141,19
1588517727105,54,55,140,141,21
1588517740836,54,55,126,127,28
1588517755941,54,57,145,148,27
1588517769496,54,57,129,132,20
1588517783618,54,56,114,116,23
1588517797267,54,56,129,131,25
1588517811324,54,55,129,130,39
1588517824963,54,55,144,145,22
1588517838357,54,55,141,142,31
1588517851442,54,56,137,139,45
1588517864847,54,56,138,140,22
1588517878449,54,55,108,109,21
1588517891798,54,55,116,117,21
1588517905871,54,55,129,130,23
1588517919123,54,55,132,133,19
1588517933091,107,108,110,111,29
1588517947187,107,110,128,131,28
1588517960019,107,110,139,142,29
1588517972926,107,110,101,104,23
1588517985661,107,108,102,103,29
1588517997865,107,108,143,144,21
1588518010358,107,108,96,97,18
1588518022793,107,108,141,142,29
1588518035221,107,108,143,144,26
1588518047395,107,109,143,145,30
1588518059394,107,109,143,145,27
1588518071185,107,109,10000,10002,19
1588518082643,107,108,10000,10001,22
1588518094375,107,108,10000,10001,22
1588518105818,107,108,10000,10001,25
1588518116927,107,108,10000,10001,22
1588518127265,107,108,10000,10001,21
1588518137121,107,108,10000,10001,18
1588518146906,107,108,10000,10001,20
1588518156680,107,111,10000,10004,17
1588518166408,107,111,10000,10004,25
1588518175592,107,111,10000,10004,17
1588518184749,107,107,10000,10000,23
1588518193910,107,107,10000,10000,19
1588518203016,107,107,999,999,21
