time,predicted,predictedlat,predicted1,predictedlat1,actual
1588126738509,82,101,97,116,19
1588126757519,82,110,83,111,145
1588126773108,82,110,70,98,17
1588126789725,82,85,72,75,14
1588126806000,82,85,81,84,86
1588126819551,82,83,81,82,12
1588126833321,82,83,66,67,18
1588126846858,82,83,75,76,44
1588126860373,82,87,75,80,117
1588126872313,82,87,103,108,40
1588126893650,33,426,81,474,87
1588126909943,33,426,108,501,264
1588126927024,33,207,91,265,152
1588126941566,33,207,91,265,344
1588126955524,33,39,90,96,13
1588126970824,33,39,79,85,108
1588126984691,33,39,85,91,838
1588127000632,33,75,71,113,379
1588127015332,33,75,21,63,51
1588127030785,33,109,74,150,582
1588127043963,33,109,2147483647,2147483723,57
1588127060218,33,85,2147483647,2147483699,21
1588127074390,33,85,2147483647,2147483699,63
1588127090292,33,132,2147483647,2147483746,28
1588127104782,33,132,2147483647,2147483746,241
1588127119344,33,132,2147483647,2147483746,12
1588127139308,33,114,2147483647,2147483728,1732
1588127160625,33,67,15,49,557
1588127183830,33,67,21,55,12
1588127201399,33,159,21,147,100
1588127227762,33,217,31,215,500
1588127248219,33,217,28,212,26
1588127268718,33,198,48,213,193
1588127287968,33,198,43,208,938
1588127307201,33,34,42,43,802
1588127325546,33,34,39,40,149
1588127348086,33,204,36,207,744
1588127372812,33,262,100,329,490
1588127388703,33,262,138,367,13
1588127407523,33,46,113,126,148
1588127425637,33,46,135,148,9
1588127442113,33,38,104,109,8
1588127459518,33,38,88,93,17
1588127479334,33,78,70,115,70
1588127593262,2147483647,2147484848,75,1276,9238
1588127663180,65,906,52,893,2763
1588127693468,65,309,76,320,25
1588127707973,65,309,76,320,174
1588127724404,65,67,77,79,13
1588127745084,65,160,69,164,67
1588127761348,65,160,69,164,50
1588127776903,65,120,70,125,32
1588127794893,65,120,75,130,179
1588127813160,65,75,84,94,38
1588127827491,65,75,61,71,61
1588127843003,65,66,75,76,57
1588127859294,65,66,75,76,69
1588127874436,65,79,87,101,69
1588127890014,65,79,89,103,122
1588127905228,65,66,90,91,55
1588127923234,65,66,117,118,108
1588127942319,65,67,46,48,14
1588127958632,65,67,52,54,615
1588127975965,65,257,56,248,282
1588127991478,65,257,45,237,70
1588128005901,65,87,62,84,23
1588128021650,65,87,62,84,136
1588128040012,65,175,58,168,57
1588128055936,65,175,73,183,467
1588128070296,65,178,57,170,10
1588128084912,65,178,39,152,476
1588128098960,65,178,79,192,14
1588128112784,65,76,54,65,61
1588128126547,65,76,54,65,11
1588128143776,65,411,60,406,707
1588128159367,87,433,71,417,136
1588128174756,87,214,51,178,51
1588128191372,87,214,52,179,137
1588128206414,87,89,20,22,16
1588128219678,87,89,36,38,384
1588128235863,87,203,53,169,26
1588128254315,87,203,29,145,66
1588128268771,87,113,2147483647,2147483673,34
1588128283658,87,113,2147483647,2147483673,15
1588128298210,87,113,2147483647,2147483673,354
1588128314692,87,228,2147483647,2147483788,89
1588128327795,87,228,2147483647,2147483788,123
1588128341010,87,112,2147483647,2147483672,115
1588128354498,87,112,2147483647,2147483672,216
1588128369462,87,182,2147483647,2147483742,307
1588128383051,87,182,2147483647,2147483742,107
1588128397170,87,182,2147483647,2147483742,139
1588128411283,87,101,2147483647,2147483661,301
1588128424321,87,101,10,24,55
1588128438075,87,104,10,27,29
1588128449996,87,104,10,27,83
1588128463367,87,104,10,27,17
1588128477357,87,194,10,117,344
1588128489372,87,194,10,117,27
1588128502083,87,194,9,116,34
1588128515130,87,93,9,15,16
1588128526436,87,93,9,15,23
1588128539890,87,128,9,50,147
1588128554593,87,128,9,50,36
1588128567155,87,128,10,51,13
1588128581221,87,108,10,31,57
1588128592679,87,108,10,31,39
1588128606165,87,116,2147483647,2147483676,166
1588128618933,87,116,2147483647,2147483676,102
1588128633490,87,116,2147483647,2147483676,268
1588128646019,87,174,2147483647,2147483734,85
1588128657884,87,174,2147483647,2147483734,27
1588128670229,87,89,2147483647,2147483649,19
1588128683207,87,89,2147483647,2147483649,30
1588128696403,87,89,2147483647,2147483649,30
1588128708775,87,93,2147483647,2147483653,14
1588128720867,87,93,2147483647,2147483653,13
1588128732419,87,88,2147483647,2147483648,14
1588128743830,87,88,9,10,33
1588128756901,87,88,9,10,415
1588128776907,87,570,10,493,46
1588128790152,98,581,10,493,395
1588128803956,98,139,9,50,31
1588128817879,98,139,9,50,113
1588128829260,98,139,10,51,45
1588128843503,98,107,10,19,27
1588128857144,98,107,8,17,156
1588128870974,98,104,10,16,204
1588128883447,98,104,10,16,61
1588128898391,98,104,9,15,13
1588128910668,98,100,9,11,114
1588128921771,98,100,9,11,70
1588128935705,98,244,10,156,130
1588128949193,98,244,10,156,108
1588128963060,98,244,9,155,27
1588128978795,98,109,10,21,405
1588128993066,98,109,10,21,158
1588129009132,98,264,2147483647,2147483813,139
1588129021976,98,264,2147483647,2147483813,205
1588129035103,98,264,2147483647,2147483813,110
1588129049382,98,111,2147483647,2147483660,29
1588129063562,98,111,2147483647,2147483660,11
1588129077599,98,111,2147483647,2147483660,40
1588129091466,98,111,2147483647,2147483660,615
1588129104516,98,111,2147483647,2147483660,33
1588129119202,98,121,2147483647,2147483670,19
1588129132519,98,121,2147483647,2147483670,57
1588129146590,98,118,2147483647,2147483667,357
1588129160046,98,118,2147483647,2147483667,96
1588129171916,98,118,2147483647,2147483667,18
1588129186691,98,132,2147483647,2147483681,14
1588129200410,98,132,2147483647,2147483681,13
1588129214786,98,102,2147483647,2147483651,409
1588129228388,98,102,2147483647,2147483651,10
1588129242834,98,114,2147483647,2147483663,22
